0.93,1.0954,0.961,1.0907,0.963,1.0154,0.98,0.9281,0.978,0.9288,0.972,1.0459,0.885,1.0736,0.637,0.7951,0.833,0.2738,0.873,1.0309,0.961,1.0672,0.974,0.9296,0.896,1.0608,0.918,1.1145
0.923,1.1066,0.9389999999999999,1.1215,0.967,1.0964,0.974,1.012,0.967,1.0089,0.958,1.1051,0.831,1.025,0.656,0.7261,0.859,0.2445,0.803,0.9761,0.9419999999999999,1.1289,0.969,1.0139,0.859,1.0912,0.906,1.1194
0.892,1.1137,0.944,1.1778,0.966,1.1698,0.972,1.0888,0.97,1.0981,0.954,1.1869,0.8129999999999999,1.0279,0.642,0.6811,0.866,0.2185,0.788,0.9414,0.948,1.1969,0.966,1.0956,0.834,1.0544,0.879,1.1376
0.886,1.1204,0.9340000000000001,1.1897,0.963,1.2351,0.973,1.175,0.961,1.1804,0.95,1.2372,0.771,1.0067,0.629,0.6245000000000001,0.882,0.2032,0.787,0.9014,0.956,1.2328,0.974,1.1786,0.792,1.0524,0.848,1.1175
0.856,1.1062,0.925,1.2119,0.964,1.3068,0.96,1.2439,0.964,1.2575,0.95,1.303,0.777,0.9716,0.656,0.5770999999999999,0.913,0.1868,0.786,0.872,0.945,1.2755,0.967,1.2554,0.767,1.0223,0.838,1.0761
0.855,1.1251,0.929,1.2196,0.958,1.3455,0.954,1.3144,0.966,1.3299,0.953,1.3324,0.766,0.945,0.656,0.5717,0.896,0.1933,0.736,0.8323,0.952,1.3125,0.968,1.3328,0.77,0.9906,0.831,1.0884
0.856,1.1061,0.896,1.2156,0.949,1.3934,0.964,1.3969,0.961,1.4079,0.961,1.3924,0.749,0.9263,0.6889999999999999,0.5266999999999999,0.931,0.179,0.775,0.7994,0.946,1.3451,0.968,1.4153,0.767,0.9627,0.8179999999999999,1.1111
0.828,1.0802,0.888,1.2275,0.965,1.4554,0.972,1.4826,0.962,1.4801,0.953,1.4149,0.776,0.89,0.704,0.5089,0.9330000000000001,0.1705,0.793,0.7738,0.955,1.3602,0.96,1.4783,0.769,0.9215,0.8120000000000001,1.0502
0.85,1.0673,0.91,1.2314,0.949,1.4843,0.962,1.5471,0.957,1.5403,0.95,1.4479,0.776,0.8506,0.73,0.4773,0.918,0.1754,0.795,0.7634,0.9419999999999999,1.364,0.957,1.5394,0.784,0.9213,0.83,1.0346
0.835,1.0448,0.883,1.193,0.952,1.5207,0.958,1.6028,0.972,1.6062,0.954,1.4615,0.742,0.8391999999999999,0.716,0.4594,0.924,0.1675,0.799,0.7279,0.9379999999999999,1.3631,0.965,1.596,0.798,0.9042,0.833,1.0052
0.846,1.029,0.88,1.1999,0.9399999999999999,1.5114,0.965,1.6532,0.949,1.6489,0.9429999999999999,1.4728,0.78,0.8054,0.737,0.4454,0.945,0.1641,0.829,0.7048,0.924,1.3583,0.964,1.6571,0.793,0.8676,0.833,0.9741
0.875,1.0253,0.879,1.1923,0.956,1.543,0.962,1.6912,0.951,1.6965,0.9399999999999999,1.4801,0.803,0.7833,0.749,0.4401,0.952,0.1622,0.847,0.6967,0.929,1.3926,0.968,1.692,0.8139999999999999,0.8633,0.848,0.9359
0.86,0.9733000000000001,0.875,1.1595,0.95,1.5489,0.971,1.7416,0.962,1.7314,0.953,1.4708,0.8179999999999999,0.7857,0.773,0.4315,0.947,0.1628,0.848,0.7017,0.929,1.3518,0.964,1.7499,0.8110000000000001,0.8338,0.873,0.9341
0.862,0.9784,0.902,1.1566,0.957,1.562,0.96,1.7591,0.972,1.7861,0.9409999999999999,1.4883,0.8159999999999999,0.7516,0.791,0.4185,0.9419999999999999,0.1629,0.865,0.6677,0.929,1.3669,0.959,1.7689,0.821,0.8242,0.85,0.9262
0.856,0.9481000000000001,0.905,1.1409,0.952,1.572,0.967,1.808,0.974,1.8102,0.9429999999999999,1.4857,0.839,0.748,0.782,0.4122,0.9340000000000001,0.1572,0.885,0.6458,0.9429999999999999,1.3544,0.968,1.8066,0.842,0.8079,0.876,0.9066
0.885,0.9398,0.897,1.1158,0.952,1.5622,0.971,1.8366,0.968,1.8344,0.952,1.4604,0.841,0.7318,0.8129999999999999,0.4213,0.95,0.1566,0.889,0.6414,0.9379999999999999,1.3485,0.966,1.7991,0.839,0.7802,0.866,0.8935999999999999
0.89,0.9344,0.91,1.1035,0.9419999999999999,1.5423,0.974,1.8567,0.96,1.8404,0.946,1.4555,0.868,0.727,0.821,0.4026,0.96,0.1583,0.884,0.6321,0.9330000000000001,1.3207,0.967,1.819,0.847,0.7917,0.874,0.8714
0.873,0.9167999999999999,0.908,1.0766,0.954,1.561,0.966,1.8433,0.968,1.8595,0.959,1.4572,0.843,0.7265,0.822,0.4056,0.9429999999999999,0.1569,0.875,0.6173999999999999,0.9399999999999999,1.3088,0.976,1.8453,0.872,0.7572,0.886,0.8739
0.894,0.9108000000000001,0.922,1.0823,0.965,1.5278,0.973,1.8636,0.97,1.8731,0.945,1.4344,0.864,0.7033,0.827,0.4007,0.945,0.1561,0.906,0.6302,0.9330000000000001,1.3032,0.968,1.8625,0.849,0.7508,0.89,0.8446
0.884,0.8839,0.902,1.0528,0.961,1.5225,0.979,1.882,0.965,1.8599,0.945,1.4228,0.864,0.6972,0.822,0.393,0.953,0.156,0.904,0.6087,0.9379999999999999,1.2846,0.966,1.8388,0.88,0.7428,0.884,0.8344
0.888,0.8745000000000001,0.91,1.0517,0.966,1.5041,0.973,1.8644,0.964,1.8727,0.952,1.4081,0.875,0.6707,0.824,0.3808,0.957,0.1488,0.901,0.5995,0.9389999999999999,1.2611,0.971,1.8541,0.852,0.7272,0.896,0.8257
0.914,0.8666,0.923,1.0306,0.967,1.4952,0.968,1.8511,0.966,1.8439,0.951,1.3954,0.864,0.6761,0.825,0.387,0.955,0.1502,0.912,0.5872000000000001,0.944,1.248,0.971,1.8348,0.865,0.7091,0.897,0.8141
0.89,0.8506,0.925,1.0092,0.964,1.4883,0.968,1.8552,0.966,1.8322,0.954,1.3817,0.854,0.6733,0.85,0.3821,0.956,0.1525,0.912,0.5907,0.952,1.2113,0.966,1.8362,0.848,0.7028,0.901,0.7923
0.885,0.8298,0.92,1.0016,0.952,1.4583,0.96,1.8354,0.971,1.8546,0.959,1.3637,0.864,0.6532,0.8149999999999999,0.3696,0.959,0.1491,0.907,0.5834,0.953,1.2147,0.968,1.8277,0.845,0.6943,0.894,0.8080000000000001
0.893,0.8182,0.914,1.0044,0.951,1.4226,0.979,1.838,0.973,1.8103,0.951,1.3464,0.887,0.6521,0.8159999999999999,0.3656,0.949,0.1476,0.9,0.5712,0.953,1.2092,0.969,1.7997,0.862,0.6812,0.908,0.7842
0.895,0.8156,0.901,0.9781,0.963,1.4425,0.963,1.7869,0.969,1.8187,0.9320000000000001,1.3197,0.883,0.6395999999999999,0.836,0.368,0.945,0.1499,0.879,0.5671,0.9340000000000001,1.1868,0.976,1.7813,0.856,0.6843,0.914,0.7753
0.882,0.8222,0.903,0.9651999999999999,0.959,1.4093,0.965,1.8096,0.976,1.8013,0.968,1.3177,0.854,0.6383,0.828,0.3655,0.956,0.1498,0.907,0.5568,0.9419999999999999,1.1753,0.969,1.7597,0.867,0.6777,0.883,0.7674
